country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_vaccinations_smoothed,daily_people_vaccinated_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_people_vaccinated_smoothed_per_hundred,daily_vaccinations_smoothed_per_million,people_unvaccinated,share_of_boosters,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,total_boosters_interpolated,total_vaccinations_no_boosters_interpolated,total_vaccinations_no_boosters_per_hundred_interpolated,rolling_vaccinations_6m,rolling_vaccinations_6m_per_hundred,rolling_vaccinations_9m,rolling_vaccinations_9m_per_hundred,rolling_vaccinations_12m,rolling_vaccinations_12m_per_hundred
Afghanistan,22-02-2021,0,0,,,,,,0,0,,,,,39671219.61,,0,0,55624,0,0,,,,,,,
Afghanistan,23-02-2021,,,,,,1366.666667,1366.666667,,,,,0.003367929,33.67928863,,,1366.666667,1366.666667,55624,0,1366.666667,,1366.666667,0.003367929,1366.666667,0.003367929,1366.666667,0.003367929
Afghanistan,24-02-2021,,,,,,1366.666667,1366.666667,,,,,0.003367929,33.67928863,,,2733.333333,2733.333333,55624,0,2733.333333,,2733.333333,0.006735858,2733.333333,0.006735858,2733.333333,0.006735858
Afghanistan,25-02-2021,,,,,,1366.666667,1366.666667,,,,,0.003367929,33.67928863,,,4100,4100,55624,0,4100,,4100,0.010103787,4100,0.010103787,4100,0.010103787
Afghanistan,26-02-2021,,,,,,1366.666667,1366.666667,,,,,0.003367929,33.67928863,,,5466.666667,5466.666667,55624,0,5466.666667,,5466.666667,0.013471715,5466.666667,0.013471715,5466.666667,0.013471715
Afghanistan,27-02-2021,,,,,,1366.666667,1366.666667,,,,,0.003367929,33.67928863,,,6833.333333,6833.333333,55624,0,6833.333333,,6833.333333,0.016839644,6833.333333,0.016839644,6833.333333,0.016839644
Afghanistan,28-02-2021,8200,8200,,,,1366.666667,1366.666667,0.020207573,0.020207573,,,0.003367929,33.67928863,39678330.84,,8200,8200,55624,0,8200,,8200,0.020207573,8200,0.020207573,8200,0.020207573
Afghanistan,01-03-2021,,,,,,1580.357143,1580.357143,,,,,0.003894534,38.94534465,,,11062.5,11062.5,55624,0,11062.5,,11062.5,0.027261741,11062.5,0.027261741,11062.5,0.027261741
Afghanistan,02-03-2021,,,,,,1794.047619,1794.047619,,,,,0.00442114,44.21140067,,,13925,13925,55624,0,13925,,13925,0.034315909,13925,0.034315909,13925,0.034315909
Afghanistan,03-03-2021,,,,,,2007.738095,2007.738095,,,,,0.004947746,49.47745668,,,16787.5,16787.5,55624,0,16787.5,,16787.5,0.041370077,16787.5,0.041370077,16787.5,0.041370077
Afghanistan,04-03-2021,,,,,,2221.428571,2221.428571,,,,,0.005474351,54.7435127,,,19650,19650,55624,0,19650,,19650,0.048424245,19650,0.048424245,19650,0.048424245
Afghanistan,05-03-2021,,,,,,2435.119048,2435.119048,,,,,0.006000957,60.00956872,,,22512.5,22512.5,55624,0,22512.5,,22512.5,0.055478414,22512.5,0.055478414,22512.5,0.055478414
Afghanistan,06-03-2021,,,,,,2648.809524,2648.809524,,,,,0.006527562,65.27562474,,,25375,25375,55624,0,25375,,25375,0.062532582,25375,0.062532582,25375,0.062532582
Afghanistan,07-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,28237.5,28237.5,55624,0,28237.5,,28237.5,0.06958675,28237.5,0.06958675,28237.5,0.06958675
Afghanistan,08-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,31100,31100,55624,0,31100,,31100,0.076640918,31100,0.076640918,31100,0.076640918
Afghanistan,09-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,33962.5,33962.5,55624,0,33962.5,,33962.5,0.083695086,33962.5,0.083695086,33962.5,0.083695086
Afghanistan,10-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,36825,36825,55624,0,36825,,36825,0.090749254,36825,0.090749254,36825,0.090749254
Afghanistan,11-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,39687.5,39687.5,55624,0,39687.5,,39687.5,0.097803422,39687.5,0.097803422,39687.5,0.097803422
Afghanistan,12-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,42550,42550,55624,0,42550,,42550,0.10485759,42550,0.10485759,42550,0.10485759
Afghanistan,13-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,45412.5,45412.5,55624,0,45412.5,,45412.5,0.111911758,45412.5,0.111911758,45412.5,0.111911758
Afghanistan,14-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,48275,48275,55624,0,48275,,48275,0.118965926,48275,0.118965926,48275,0.118965926
Afghanistan,15-03-2021,,,,,,2862.5,2862.5,,,,,0.007054168,70.54168076,,,51137.5,51137.5,55624,0,51137.5,,51137.5,0.126020094,51137.5,0.126020094,51137.5,0.126020094
Afghanistan,16-03-2021,54000,54000,,,,2862.5,2862.5,0.133074262,0.133074262,,,0.007054168,70.54168076,39673360.78,,54000,54000,55624,0,54000,,54000,0.133074262,54000,0.133074262,54000,0.133074262
Afghanistan,17-03-2021,,,,,,2882.142857,2882.142857,,,,,0.007102575,71.02574719,,,57000,57000,55624,0,57000,,57000,0.140467277,57000,0.140467277,57000,0.140467277
Afghanistan,18-03-2021,,,,,,2901.785714,2901.785714,,,,,0.007150981,71.50981362,,,60000,60000,55624,0,60000,,60000,0.147860292,60000,0.147860292,60000,0.147860292
Afghanistan,19-03-2021,,,,,,2921.428571,2921.428571,,,,,0.007199388,71.99388005,,,63000,63000,55624,0,63000,,63000,0.155253306,63000,0.155253306,63000,0.155253306
Afghanistan,20-03-2021,,,,,,2941.071429,2941.071429,,,,,0.007247795,72.47794648,,,66000,66000,55624,0,66000,,66000,0.162646321,66000,0.162646321,66000,0.162646321
Afghanistan,21-03-2021,,,,,,2960.714286,2960.714286,,,,,0.007296201,72.96201291,,,69000,69000,55624,0,69000,,69000,0.170039335,69000,0.170039335,69000,0.170039335
Afghanistan,22-03-2021,,,,,,2980.357143,2980.357143,,,,,0.007344608,73.44607934,,,72000,72000,55624,0,72000,,72000,0.17743235,72000,0.17743235,72000,0.17743235
Afghanistan,23-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,75000,75000,55624,0,75000,,75000,0.184825364,75000,0.184825364,75000,0.184825364
Afghanistan,24-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,78000,78000,55624,0,78000,,78000,0.192218379,78000,0.192218379,78000,0.192218379
Afghanistan,25-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,81000,81000,55624,0,81000,,81000,0.199611394,81000,0.199611394,81000,0.199611394
Afghanistan,26-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,84000,84000,55624,0,84000,,84000,0.207004408,84000,0.207004408,84000,0.207004408
Afghanistan,27-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,87000,87000,55624,0,87000,,87000,0.214397423,87000,0.214397423,87000,0.214397423
Afghanistan,28-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,90000,90000,55624,0,90000,,90000,0.221790437,90000,0.221790437,90000,0.221790437
Afghanistan,29-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,93000,93000,55624,0,93000,,93000,0.229183452,93000,0.229183452,93000,0.229183452
Afghanistan,30-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,96000,96000,55624,0,96000,,96000,0.236576466,96000,0.236576466,96000,0.236576466
Afghanistan,31-03-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,99000,99000,55624,0,99000,,99000,0.243969481,99000,0.243969481,99000,0.243969481
Afghanistan,01-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,102000,102000,55624,0,102000,,102000,0.251362496,102000,0.251362496,102000,0.251362496
Afghanistan,02-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,105000,105000,55624,0,105000,,105000,0.25875551,105000,0.25875551,105000,0.25875551
Afghanistan,03-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,108000,108000,55624,0,108000,,108000,0.266148525,108000,0.266148525,108000,0.266148525
Afghanistan,04-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,111000,111000,55624,0,111000,,111000,0.273541539,111000,0.273541539,111000,0.273541539
Afghanistan,05-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,114000,114000,55624,0,114000,,114000,0.280934554,114000,0.280934554,114000,0.280934554
Afghanistan,06-04-2021,,,,,,3000,3000,,,,,0.007393015,73.93014577,,,117000,117000,55624,0,117000,,117000,0.288327569,117000,0.288327569,117000,0.288327569
Afghanistan,07-04-2021,120000,120000,,,,3000,3000,0.295720583,0.295720583,,,0.007393015,73.93014577,39663501.95,,120000,120000,55624,0,120000,,120000,0.295720583,120000,0.295720583,120000,0.295720583
Afghanistan,08-04-2021,,,,,,3714.285714,3714.285714,,,,,0.009153256,91.53256143,,,128000,128000,55624,0,128000,,128000,0.315435289,128000,0.315435289,128000,0.315435289
Afghanistan,09-04-2021,,,,,,4428.571429,4428.571429,,,,,0.010913498,109.1349771,,,136000,136000,55624,0,136000,,136000,0.335149994,136000,0.335149994,136000,0.335149994
Afghanistan,10-04-2021,,,,,,5142.857143,5142.857143,,,,,0.012673739,126.7373928,,,144000,144000,55624,0,144000,,144000,0.3548647,144000,0.3548647,144000,0.3548647
Afghanistan,11-04-2021,,,,,,5857.142857,5857.142857,,,,,0.014433981,144.3398084,,,152000,152000,55624,0,152000,,152000,0.374579405,152000,0.374579405,152000,0.374579405
Afghanistan,12-04-2021,,,,,,6571.428571,6571.428571,,,,,0.016194222,161.9422241,,,160000,160000,55624,0,160000,,160000,0.394294111,160000,0.394294111,160000,0.394294111
Afghanistan,13-04-2021,,,,,,7285.714286,7285.714286,,,,,0.017954464,179.5446397,,,168000,168000,55624,0,168000,,168000,0.414008816,168000,0.414008816,168000,0.414008816
Afghanistan,14-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,176000,176000,55624,0,176000,,176000,0.433723522,176000,0.433723522,176000,0.433723522
Afghanistan,15-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,184000,184000,55624,0,184000,,184000,0.453438227,184000,0.453438227,184000,0.453438227
Afghanistan,16-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,192000,192000,55624,0,192000,,192000,0.473152933,192000,0.473152933,192000,0.473152933
Afghanistan,17-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,200000,200000,55624,0,200000,,200000,0.492867638,200000,0.492867638,200000,0.492867638
Afghanistan,18-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,208000,208000,55624,0,208000,,208000,0.512582344,208000,0.512582344,208000,0.512582344
Afghanistan,19-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,216000,216000,55624,0,216000,,216000,0.53229705,216000,0.53229705,216000,0.53229705
Afghanistan,20-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,224000,224000,55624,0,224000,,224000,0.552011755,224000,0.552011755,224000,0.552011755
Afghanistan,21-04-2021,,,,,,8000,8000,,,,,0.019714706,197.1470554,,,232000,232000,55624,0,232000,,232000,0.571726461,232000,0.571726461,232000,0.571726461
Afghanistan,22-04-2021,240000,240000,,,,8000,8000,0.591441166,0.591441166,,,0.019714706,197.1470554,39581780.01,,240000,240000,55624,0,240000,,240000,0.591441166,240000,0.591441166,240000,0.591441166
Afghanistan,23-04-2021,,,,,,8845.879699,8427.654135,,,,,0.02076859,217.9923919,,,253921.1579,250993.5789,55624,0,253921.1579,,253921.1579,0.625747607,253921.1579,0.625747607,253921.1579,0.625747607
Afghanistan,24-04-2021,,,,,,9691.759398,8855.308271,,,,,0.021822474,238.8377284,,,267842.3158,261987.1579,55624,0,267842.3158,,267842.3158,0.660054048,267842.3158,0.660054048,267842.3158,0.660054048
Afghanistan,25-04-2021,,,,,,10537.6391,9282.962406,,,,,0.022876359,259.6830649,,,281763.4737,272980.7368,55624,0,281763.4737,,281763.4737,0.694360489,281763.4737,0.694360489,281763.4737,0.694360489
Afghanistan,26-04-2021,,,,,,11383.5188,9710.616541,,,,,0.023930243,280.5284013,,,295684.6316,283974.3158,55624,0,295684.6316,,295684.6316,0.72866693,295684.6316,0.72866693,295684.6316,0.72866693
Afghanistan,27-04-2021,,,,,,12229.3985,10138.27068,,,,,0.024984128,301.3737378,,,309605.7895,294967.8947,55624,0,309605.7895,,309605.7895,0.762973372,309605.7895,0.762973372,309605.7895,0.762973372
Afghanistan,28-04-2021,,,,,,13075.2782,10565.92481,,,,,0.026038012,322.2190743,,,323526.9474,305961.4737,55624,0,323526.9474,,323526.9474,0.797279813,323526.9474,0.797279813,323526.9474,0.797279813
Afghanistan,29-04-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,337448.1053,316955.0526,55624,0,337448.1053,,337448.1053,0.831586254,337448.1053,0.831586254,337448.1053,0.831586254
Afghanistan,30-04-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,351369.2632,327948.6316,55624,0,351369.2632,,351369.2632,0.865892695,351369.2632,0.865892695,351369.2632,0.865892695
Afghanistan,01-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,365290.4211,338942.2105,55624,0,365290.4211,,365290.4211,0.900199136,365290.4211,0.900199136,365290.4211,0.900199136
Afghanistan,02-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,379211.5789,349935.7895,55624,0,379211.5789,,379211.5789,0.934505577,379211.5789,0.934505577,379211.5789,0.934505577
Afghanistan,03-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,393132.7368,360929.3684,55624,0,393132.7368,,393132.7368,0.968812018,393132.7368,0.968812018,393132.7368,0.968812018
Afghanistan,04-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,407053.8947,371922.9474,55624,0,407053.8947,,407053.8947,1.003118459,407053.8947,1.003118459,407053.8947,1.003118459
Afghanistan,05-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,420975.0526,382916.5263,55624,0,420975.0526,,420975.0526,1.0374249,420975.0526,1.0374249,420975.0526,1.0374249
Afghanistan,06-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,434896.2105,393910.1053,55624,0,434896.2105,,434896.2105,1.071731341,434896.2105,1.071731341,434896.2105,1.071731341
Afghanistan,07-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,448817.3684,404903.6842,55624,0,448817.3684,,448817.3684,1.106037782,448817.3684,1.106037782,448817.3684,1.106037782
Afghanistan,08-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,462738.5263,415897.2632,55624,0,462738.5263,,462738.5263,1.140344223,462738.5263,1.140344223,462738.5263,1.140344223
Afghanistan,09-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,476659.6842,426890.8421,55624,0,476659.6842,,476659.6842,1.174650665,476659.6842,1.174650665,476659.6842,1.174650665
Afghanistan,10-05-2021,,,,,,13921.15789,10993.57895,,,,,0.027091896,343.0644108,,,490580.8421,437884.4211,55624,0,490580.8421,,490580.8421,1.208957106,490580.8421,1.208957106,490580.8421,1.208957106
Afghanistan,11-05-2021,504502,448878,55624,,,13921.15789,10993.57895,1.243263547,1.106187199,0.137076348,,0.027091896,343.0644108,39421387.57,,504502,448878,55624,0,504502,,504502,1.243263547,504502,1.243263547,504502,1.243263547
Afghanistan,12-05-2021,,,,,,12621.29407,9763.750209,,,,,0.024061183,311.0313701,,,509324.1111,451262.7778,58061.33333,0,509324.1111,,509324.1111,1.255146859,509324.1111,1.255146859,509324.1111,1.255146859
Afghanistan,13-05-2021,,,,,,11321.43024,8533.92147,,,,,0.021030469,278.9983294,,,514146.2222,453647.5556,60498.66667,0,514146.2222,,514146.2222,1.267030172,514146.2222,1.267030172,514146.2222,1.267030172
Afghanistan,14-05-2021,,,,,,10021.56642,7304.092732,,,,,0.017999755,246.9652887,,,518968.3333,456032.3333,62936,0,518968.3333,,518968.3333,1.278913484,518968.3333,1.278913484,518968.3333,1.278913484
Afghanistan,15-05-2021,,,,,,8721.70259,6074.263993,,,,,0.014969041,214.9322479,,,523790.4444,458417.1111,65373.33333,0,523790.4444,,523790.4444,1.290796797,523790.4444,1.290796797,523790.4444,1.290796797
Afghanistan,16-05-2021,,,,,,7421.838764,4844.435255,,,,,0.011938327,182.8992072,,,528612.5556,460801.8889,67810.66667,0,528612.5556,,528612.5556,1.30268011,528612.5556,1.30268011,528612.5556,1.30268011
Afghanistan,17-05-2021,,,,,,6121.974937,3614.606516,,,,,0.008907613,150.8661665,,,533434.6667,463186.6667,70248,0,533434.6667,,533434.6667,1.314563422,533434.6667,1.314563422,533434.6667,1.314563422
Afghanistan,18-05-2021,,,,,,4822.111111,2384.777778,,,,,0.005876899,118.8331258,,,538256.7778,465571.4444,72685.33333,0,538256.7778,,538256.7778,1.326446735,538256.7778,1.326446735,538256.7778,1.326446735
Afghanistan,19-05-2021,,,,,,4822.111111,2384.777778,,,,,0.005876899,118.8331258,,,543078.8889,467956.2222,75122.66667,0,543078.8889,,543078.8889,1.338330047,543078.8889,1.338330047,543078.8889,1.338330047
Afghanistan,20-05-2021,547901,470341,77560,,,4822.111111,2384.777778,1.35021336,1.15907929,0.19113407,,0.005876899,118.8331258,39422891.41,,547901,470341,77560,0,547901,,547901,1.35021336,547901,1.35021336,547901,1.35021336
Afghanistan,21-05-2021,,,,,,5039.52381,2259.309524,,,,,0.005567703,124.19091,,,554245,471847.5,82397.5,0,554245,,554245,1.365847121,554245,1.365847121,554245,1.365847121
Afghanistan,22-05-2021,,,,,,5256.936508,2133.84127,,,,,0.005258507,129.5486941,,,560589,473354,87235,0,560589,,560589,1.381480883,560589,1.381480883,560589,1.381480883
Afghanistan,23-05-2021,,,,,,5474.349206,2008.373016,,,,,0.00494931,134.9064783,,,566933,474860.5,92072.5,0,566933,,566933,1.397114644,566933,1.397114644,566933,1.397114644
Afghanistan,24-05-2021,573277,476367,96910,,,5691.761905,1882.904762,1.412748406,1.173929392,0.238819014,,0.004640114,140.2642624,39427072.89,,573277,476367,96910,0,573277,,573277,1.412748406,573277,1.412748406,573277,1.412748406
Afghanistan,25-05-2021,,,,,,6229.81746,1756.865079,,,,,0.00432951,153.523771,,,581865.5,477869.5,103996,0,581865.5,,581865.5,1.433913374,581865.5,1.433913374,581865.5,1.433913374
Afghanistan,26-05-2021,590454,479372,111082,,,6767.873016,1630.825397,1.455078343,1.181334728,0.273743615,,0.004018905,166.7832795,39429171.64,,590454,479372,111082,0,590454,,590454,1.455078343,590454,1.455078343,590454,1.455078343
Afghanistan,27-05-2021,593313,479574,113739,,2859,6487.428571,1319,1.462123886,1.181832524,0.280291362,,0.003250462,159.87218,39431521.51,,593313,479574,113739,0,593313,,593313,1.462123886,593313,1.462123886,593313,1.462123886
Afghanistan,28-05-2021,,,,,,5906.809524,1134.833333,,,,,0.002796613,145.563763,,,595592.6667,479791.3333,115801.3333,0,595592.6667,,595592.6667,1.467741756,595592.6667,1.467741756,595592.6667,1.467741756
Afghanistan,29-05-2021,,,,,,5326.190476,950.6666667,,,,,0.002342764,131.2553461,,,597872.3333,480008.6667,117863.6667,0,597872.3333,,597872.3333,1.473359625,597872.3333,1.473359625,597872.3333,1.473359625
Afghanistan,30-05-2021,600152,480226,119926,,,4745.571429,766.5,1.478977495,1.183439273,0.295538222,,0.001888915,116.9469292,39438525.12,,600152,480226,119926,0,600152,,600152,1.478977495,600152,1.478977495,600152,1.478977495
Afghanistan,31-05-2021,,,,,,5083.952381,621,,,,,0.001530354,125.2857802,,,608864.6667,480714,128150.6667,0,608864.6667,,608864.6667,1.500448452,608864.6667,1.500448452,608864.6667,1.500448452
Afghanistan,01-06-2021,,,,,,5101.690476,476.0714286,,,,,0.001173201,125.7229069,,,617577.3333,481202,136375.3333,0,617577.3333,,617577.3333,1.521919409,617577.3333,1.521919409,617577.3333,1.521919409
Afghanistan,02-06-2021,626290,481690,144600,,,5119.428571,331.1428571,1.543390366,1.187047064,0.356343303,,0.000816048,126.1600335,39444716.73,,626290,481690,144600,0,626290,,626290,1.543390366,626290,1.543390366,626290,1.543390366
Afghanistan,03-06-2021,630305,481800,148505,,4015,5284.571429,318,1.553284684,1.187318141,0.365966543,,0.00078366,130.229712,39447158.61,,630305,481800,148505,0,630305,,630305,1.553284684,630305,1.553284684,630305,1.553284684
Afghanistan,04-06-2021,,,,,,5272.904762,319.8666667,,,,,0.00078826,129.9422059,,,632503,482030.4,150472.6,0,632503,,632503,1.5587013,632503,1.5587013,632503,1.5587013
Afghanistan,05-06-2021,,,,,,5261.238095,321.7333333,,,,,0.00079286,129.6546998,,,634701,482260.8,152440.2,0,634701,,634701,1.564117915,634701,1.564117915,634701,1.564117915
Afghanistan,06-06-2021,,,,,,5249.571429,323.6,,,,,0.00079746,129.3671936,,,636899,482491.2,154407.8,0,636899,,636899,1.56953453,636899,1.56953453,636899,1.56953453
Afghanistan,07-06-2021,,,,,,4318.904762,286.8,,,,,0.000706772,106.4324195,,,639097,482721.6,156375.4,0,639097,,639097,1.574951146,639097,1.574951146,639097,1.574951146
Afghanistan,08-06-2021,641295,482952,158343,,,3388.238095,250,1.580367761,1.190157059,0.390210702,,0.000616085,83.49764543,39458765.96,,641295,482952,158343,0,641295,,641295,1.580367761,641295,1.580367761,641295,1.580367761
Afghanistan,09-06-2021,,,,,,2636.619048,222.7857143,,,,,0.000549019,64.97521018,,,644746.3333,483249.5,161496.8333,0,644746.3333,,644746.3333,1.588873014,644746.3333,1.588873014,644746.3333,1.588873014
Afghanistan,10-06-2021,,,,,,2556.095238,249.5714286,,,,,0.000615028,62.99083119,,,648197.6667,483547,164650.6667,0,648197.6667,,648197.6667,1.597378266,648197.6667,1.597378266,648197.6667,1.597378266
Afghanistan,11-06-2021,,,,,,2735.142857,259.1571429,,,,,0.000638651,67.40317004,,,651649,483844.5,167804.5,0,651649,,651649,1.605883519,651649,1.605883519,651649,1.605883519
Afghanistan,12-06-2021,,,,,,2914.190476,268.7428571,,,,,0.000662273,71.8155089,,,655100.3333,484142,170958.3333,0,655100.3333,,655100.3333,1.614388771,655100.3333,1.614388771,655100.3333,1.614388771
Afghanistan,13-06-2021,,,,,,3093.238095,278.3285714,,,,,0.000685896,76.22784776,,,658551.6667,484439.5,174112.1667,0,658551.6667,,658551.6667,1.622894024,658551.6667,1.622894024,658551.6667,1.622894024
Afghanistan,14-06-2021,662003,484737,177266,,,3272.285714,287.9142857,1.631399276,1.194555902,0.436843374,,0.000709518,80.64018662,39472292.19,,662003,484737,177266,0,662003,,662003,1.631399276,662003,1.631399276,662003,1.631399276
Afghanistan,15-06-2021,,,,,,4813.410714,1994.125,,,,,0.004914198,118.6187186,,,674988.875,496910.875,178078,0,674988.875,,674988.875,1.663400864,674988.875,1.663400864,674988.875,1.663400864
Afghanistan,16-06-2021,,,,,,6175.488095,3690.75,,,,,0.009095256,152.1849117,,,687974.75,509084.75,178890,0,687974.75,,687974.75,1.695402452,687974.75,1.695402452,687974.75,1.695402452
Afghanistan,17-06-2021,,,,,,7537.565476,5387.375,,,,,0.013276314,185.7511048,,,700960.625,521258.625,179702,0,700960.625,,700960.625,1.72740404,700960.625,1.72740404,700960.625,1.72740404
Afghanistan,18-06-2021,,,,,,8899.642857,7084,,,,,0.017457372,219.3172979,,,713946.5,533432.5,180514,0,713946.5,,713946.5,1.759405627,713946.5,1.759405627,713946.5,1.759405627
Afghanistan,19-06-2021,,,,,,10261.72024,8780.625,,,,,0.02163843,252.883491,,,726932.375,545606.375,181326,0,726932.375,,726932.375,1.791407215,726932.375,1.791407215,726932.375,1.791407215
Afghanistan,20-06-2021,,,,,,11623.79762,10477.25,,,,,0.025819487,286.4496841,,,739918.25,557780.25,182138,0,739918.25,,739918.25,1.823408803,739918.25,1.823408803,739918.25,1.823408803
Afghanistan,21-06-2021,,,,,,12985.875,12173.875,,,,,0.030000545,320.0158772,,,752904.125,569954.125,182950,0,752904.125,,752904.125,1.85541039,752904.125,1.85541039,752904.125,1.85541039
Afghanistan,22-06-2021,765890,582128,183762,,,12985.875,12173.875,1.887411978,1.434560263,0.452851715,,0.030000545,320.0158772,39395316.16,,765890,582128,183762,0,765890,,765890,1.887411978,765890,1.887411978,765890,1.887411978
Afghanistan,23-06-2021,,,,,,13125.15,12357.77857,,,,,0.030453746,323.4480843,,,779850.8,595589.2,184261.6,0,779850.8,,779850.8,1.921816111,779850.8,1.921816111,779850.8,1.921816111
Afghanistan,24-06-2021,,,,,,13264.425,12541.68214,,,,,0.030906946,326.8802913,,,793811.6,609050.4,184761.2,0,793811.6,,793811.6,1.956220243,793811.6,1.956220243,793811.6,1.956220243
Afghanistan,25-06-2021,,,,,,13403.7,12725.58571,,,,,0.031360147,330.3124983,,,807772.4,622511.6,185260.8,0,807772.4,,807772.4,1.990624376,807772.4,1.990624376,807772.4,1.990624376
Afghanistan,26-06-2021,,,,,,13542.975,12909.48929,,,,,0.031813347,333.7447053,,,821733.2,635972.8,185760.4,0,821733.2,,821733.2,2.025028509,821733.2,2.025028509,821733.2,2.025028509
Afghanistan,27-06-2021,835694,649434,186260,,,13682.25,13093.39286,2.059432641,1.60042501,0.459007632,,0.032266548,337.1769123,39340769.52,,835694,649434,186260,0,835694,,835694,2.059432641,835694,2.059432641,835694,2.059432641
Afghanistan,28-06-2021,,,,,,14263.31548,13724.07738,,,,,0.033820768,351.4963308,,,852747.3333,666022.6667,186724.6667,0,852747.3333,,852747.3333,2.101457822,852747.3333,2.101457822,852747.3333,2.101457822
Afghanistan,29-06-2021,,,,,,14844.38095,14354.7619,,,,,0.035374988,365.8157492,,,869800.6667,682611.3333,187189.3333,0,869800.6667,,869800.6667,2.143483003,869800.6667,2.143483003,869800.6667,2.143483003
Afghanistan,30-06-2021,886854,699200,187654,,,15286.17143,14801.54286,2.185508183,1.723065264,0.462442919,,0.036476007,376.7029607,39298659.13,,886854,699200,187654,0,886854,,886854,2.185508183,886854,2.185508183,886854,2.185508183
Afghanistan,01-07-2021,,,,,,14115.11429,13654.2,,,,,0.033648567,347.8441522,,,892617.4,704629.8,187987.6,0,892617.4,,892617.4,2.19971115,892617.4,2.19971115,892617.4,2.19971115
Afghanistan,02-07-2021,,,,,,12944.05714,12506.85714,,,,,0.030821126,318.9853438,,,898380.8,710059.6,188321.2,0,898380.8,,898380.8,2.213914117,898380.8,2.213914117,898380.8,2.213914117
Afghanistan,03-07-2021,,,,,,11773,11359.51429,,,,,0.027993685,290.1265354,,,904144.2,715489.4,188654.8,0,904144.2,,904144.2,2.228117083,904144.2,2.228117083,904144.2,2.228117083
Afghanistan,04-07-2021,,,,,,10601.94286,10212.17143,,,,,0.025166244,261.267727,,,909907.6,720919.2,188988.4,0,909907.6,,909907.6,2.24232005,909907.6,2.24232005,909907.6,2.24232005
Afghanistan,05-07-2021,915671,726349,189322,,,8989.095238,8618.047619,2.256523017,1.789969582,0.466553435,,0.021237784,221.5217071,39280401.01,,915671,726349,189322,0,915671,,915671,2.256523017,915671,2.256523017,915671,2.256523017
Afghanistan,06-07-2021,,,,,,7895.190476,6881.380952,,,,,0.01695805,194.5641943,,,925067,730781,194286,0,925067,,925067,2.279677939,925067,2.279677939,925067,2.279677939
