country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_vaccinations_smoothed,daily_people_vaccinated_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_people_vaccinated_smoothed_per_hundred,daily_vaccinations_smoothed_per_million,people_unvaccinated,share_of_boosters,total_vaccinations_interpolated,people_vaccinated_interpolated,people_fully_vaccinated_interpolated,total_boosters_interpolated,total_vaccinations_no_boosters_interpolated,total_vaccinations_no_boosters_per_hundred_interpolated,rolling_vaccinations_6m,rolling_vaccinations_6m_per_hundred,rolling_vaccinations_9m,rolling_vaccinations_9m_per_hundred,rolling_vaccinations_12m,rolling_vaccinations_12m_per_hundred
Africa,27-05-2022,501039268.3,311517812.1,236334363.2,24214269.03,1126403.586,1129557.479,409972.643,34.75267115,21.60724072,16.39242855,1.679530093,0.028436183,783.474312,1132189103,,501039268.3,311517812.1,236334363.2,24214269.03,476824999.3,33.07314105,260897244.3,18.09613878,400190844.2,27.75770619,467334695,32.41488242
Africa,28-05-2022,501950258.9,311959459.5,236570698,24280783.81,910990.5858,1043062.572,425578.419,34.81585852,21.6378739,16.408821,1.684143636,0.029518618,723.4804304,1131838224,,501950258.9,311959459.5,236570698,24280783.81,477669475.1,33.13171489,259792191.7,18.01949104,399287173.7,27.69502655,467640983,32.43612691
Africa,29-05-2022,502829031.5,312386151.4,236798127.2,24334890.59,878772.5858,959784.8081,442048.1235,34.87681122,21.66746975,16.42459576,1.687896545,0.030660976,665.7179968,1131502301,,502829031.5,312386151.4,236798127.2,24334890.59,478494140.9,33.18891467,258881870.8,17.95635011,399097908.9,27.68189892,467995835.9,32.46073993
Africa,30-05-2022,503699596.8,313482742.4,237950351.1,24393500.66,870565.327,954384.6917,537378.6975,34.93719465,21.74353059,16.50451536,1.691961809,0.037273217,661.9724128,1130496479,,503699596.8,313482742.4,237950351.1,24393500.66,479306096.2,33.24523284,258089852.3,17.90141478,398153163.9,27.6163703,468367406.9,32.48651253
Africa,31-05-2022,504493742.7,313808309.1,238224377,24453825.73,794145.8737,929954.209,519220.7427,34.99227754,21.76611228,16.52352212,1.696146026,0.03601376,645.0271436,1130261681,,504493742.7,313808309.1,238224377,24453825.73,480039917,33.29613151,256764325.3,17.80947467,397592991.3,27.57751608,468609799.6,32.50332517
Africa,01-06-2022,505466114.1,314132586.8,238610714.7,24512180.8,972371.3737,931270.7978,501316.2164,35.05972236,21.78860456,16.55031895,1.700193602,0.034771881,645.940345,1130028172,,505466114.1,314132586.8,238610714.7,24512180.8,480953933.3,33.35952876,255600987.2,17.72878418,397083813.9,27.54219893,468964392.7,32.52792016
Africa,02-06-2022,506454994.2,314451699.6,238995220.6,24572394.87,988880.1317,934589.9234,482717.5552,35.12831224,21.81073859,16.57698874,1.70437012,0.033481856,648.2425294,1129799827,,506454994.2,314451699.6,238995220.6,24572394.87,481882599.4,33.42394212,254652664.2,17.66300738,396491247.9,27.50109786,469327831.6,32.55312871
Africa,03-06-2022,507474809.9,314772534.4,239402036.1,24639829.94,1019815.632,919363.0728,464960.3226,35.19904785,21.83299207,16.60520594,1.709047496,0.032250193,637.6810073,1129569761,,507474809.9,314772534.4,239402036.1,24639829.94,482834979.9,33.49000036,253595476.9,17.58967963,396026005.7,27.46882812,469645443,32.57515861
Africa,04-06-2022,508294976.8,315089670.1,239684002.3,24696580,820166.965,906388.2698,447172.9472,35.25593559,21.85498898,16.62476344,1.712983747,0.03101644,628.6815318,1129343394,,508294976.8,315089670.1,239684002.3,24696580,483598396.8,33.54295185,251758293.5,17.46225043,395560392.8,27.43653266,470024241.1,32.60143249
Africa,05-06-2022,509082969.8,315393777.9,239953987.4,24742884.07,787992.965,893419.7526,429660.9289,35.31059171,21.87608225,16.64348992,1.716195452,0.029801786,619.6864162,1129130055,,509082969.8,315393777.9,239953987.4,24742884.07,484340085.7,33.59439626,251007463.6,17.41017199,394742572.6,27.37980769,470450171.3,32.63097551
Africa,06-06-2022,510078396.4,316119277.9,240828290.9,25006166.12,995426.6496,911257.0844,376647.9292,35.37963567,21.92640378,16.70413264,1.734457003,0.026124742,632.0585987,1128495324,,510078396.4,316119277.9,240828290.9,25006166.12,485072230.3,33.64517867,250558721.8,17.37904673,394615931.3,27.3710237,470975665.5,32.66742441
Africa,07-06-2022,511104377.8,316857627.9,241713994.8,25281721.17,1025981.316,944376.4333,435616.9663,35.45079894,21.9776166,16.7655661,1.753569825,0.030214904,655.0305674,1127847742,,511104377.8,316857627.9,241713994.8,25281721.17,485822656.6,33.69722911,249951838,17.33695257,393688407.7,27.30668958,471459724.5,32.7009993
Africa,08-06-2022,512234211.1,317601150.8,242661788.6,25561839.22,1129833.316,966870.9965,495509.1462,35.5291655,22.02918823,16.83130619,1.772999141,0.034369095,670.6330602,1127194988,,512234211.1,317601150.8,242661788.6,25561839.22,486672371.8,33.75616636,249360433.2,17.29593203,393736777.8,27.31004458,471761283.5,32.72191579
Africa,09-06-2022,513277964.6,318342760.8,243554698.2,25841282.27,1043753.539,974710.0546,555865.8896,35.60156147,22.08062716,16.89323945,1.792381638,0.03855551,676.0703229,1126544147,,513277964.6,318342760.8,243554698.2,25841282.27,487436682.3,33.80917983,248683697.5,17.24899285,393672062.7,27.30555587,472090248.2,32.74473317
Africa,10-06-2022,514320829.1,319083948.8,244447766.8,26119962.32,1042864.539,978002.7556,615916.3473,35.67389578,22.13203683,16.95518373,1.811711213,0.04272068,678.3541789,1125893727,,514320829.1,319083948.8,244447766.8,26119962.32,488200866.8,33.86218456,248057863.5,17.20558428,393187623.6,27.2719546,472491938.7,32.77259489
Africa,11-06-2022,515366199.7,319824699.8,245345291.4,26396143.37,1045370.539,1010174.695,676432.805,35.7464039,22.18341619,17.01743709,1.830867455,0.046918173,700.6690131,1125243745,,515366199.7,319824699.8,245345291.4,26396143.37,488970056.3,33.91553645,247047353.6,17.13549412,392144422.7,27.19959697,472938998.9,32.80360351
Africa,12-06-2022,516371553.2,320552256.7,246224114.1,26661119.41,1005353.539,1041226.205,736925.5484,35.8161364,22.23388039,17.07839326,1.849246504,0.05111402,722.2067048,1124606956,,516371553.2,320552256.7,246224114.1,26661119.41,489710433.8,33.9668899,246213035.3,17.07762483,391101963.9,27.1272908,473586425.5,32.84850978
Africa,13-06-2022,517366288,321276137.4,247099605.5,26921859.18,994734.7528,1041127.363,736694.2168,35.88513237,22.2840896,17.13911837,1.86733172,0.051097975,722.1381466,1123973844,,517366288,321276137.4,247099605.5,26921859.18,490444428.8,34.01780065,245344428.3,17.01737722,390700092.4,27.09941653,474088560.2,32.88333843
Africa,14-06-2022,518391799.3,322003050.6,247987351.4,27194344.94,1025511.337,1041060.223,735060.3899,35.95626304,22.33450915,17.20069347,1.886231652,0.050984651,722.0915776,1123337700,,518391799.3,322003050.6,247987351.4,27194344.94,491197454.4,34.07003139,244394323.3,16.95147683,390448392.3,27.08195831,474561643.4,32.91615203
Africa,15-06-2022,519396589.4,322732049.3,248879350.2,27370734.59,1004790.115,1023196.908,732985.4916,36.02595646,22.38507336,17.26256356,1.898466245,0.050840733,709.7013732,1122699470,,519396589.4,322732049.3,248879350.2,27370734.59,492025854.8,34.12749022,243407246.1,16.883012,390103986.4,27.05806991,474960345.2,32.94380646
Africa,16-06-2022,520393610.5,323460415.9,249767975.7,27538106.61,997021.0817,1016520.843,731093.5886,36.09511101,22.43559372,17.32419966,1.910075364,0.050709509,705.0707761,1122061872,,520393610.5,323460415.9,249767975.7,27538106.61,492855503.9,34.18503565,242432876.8,16.8154286,389929120.7,27.04594103,475483825.2,32.98011564
Africa,17-06-2022,521367817.2,324177987.4,250648249.7,27698655.08,974206.718,1006712.583,727719.7992,36.16268313,22.48536532,17.38525649,1.921211195,0.050475499,698.2676519,1121435069,,521367817.2,324177987.4,250648249.7,27698655.08,493669162.1,34.24147194,240907506.3,16.70962712,388656255.5,26.9576536,475846030.5,33.00523863
Africa,18-06-2022,522332261.9,324901843.8,251520294,27864383.56,964444.6958,995151.7484,725306.2954,36.22957815,22.53557285,17.44574251,1.932706316,0.050308095,690.2489214,1120801981,,522332261.9,324901843.8,251520294,27864383.56,494467878.4,34.29687183,239496222.3,16.6117388,388282535.1,26.93173191,476253509.7,33.03350186
Africa,19-06-2022,523276607.6,325618748.3,252383782.3,28022539.03,944345.6958,986436.3423,723784.506,36.29507907,22.58529819,17.50563507,1.943676165,0.050202542,684.2038135,1120175845,,523276607.6,325618748.3,252383782.3,28022539.03,495254068.6,34.35140291,238130264.5,16.51699436,387914961.6,26.90623658,476829667.5,33.07346484
Africa,20-06-2022,527435383,326979365.9,253576427.2,28482770.84,4158775.409,1438442.15,814746.9313,36.58353661,22.67967222,17.58835832,1.975598383,0.056511802,997.720342,1118905996,,527435383,326979365.9,253576427.2,28482770.84,498952612.2,34.60793823,239984832.2,16.64562935,390722544.3,27.10097382,480386747.8,33.32018811
Africa,21-06-2022,531613545.5,328352026.6,254781583.1,28948560.84,4178162.48,1888820.885,906996.5661,36.87333886,22.77488157,17.67194935,2.007906123,0.062910345,1310.108313,1117624104,,531613545.5,328352026.6,254781583.1,28948560.84,502664984.7,34.86543274,241658371.3,16.76170799,393435206.9,27.28912727,483950522.5,33.5673757
Africa,22-06-2022,535798143,329724301.2,255989459.9,29418206.17,4184597.48,2343079.08,998893.1374,37.16358745,22.87006415,17.7557291,2.040481274,0.069284399,1625.187124,1116342598,,535798143,329724301.2,255989459.9,29418206.17,506379936.8,35.12310617,243248742.7,16.87201802,396131211.7,27.47612533,487583375.5,33.81935464
Africa,23-06-2022,540047122.3,331095726.9,257245270.4,29885795.5,4248979.28,2807644.537,1090758.713,37.45830163,22.96518785,17.84283359,2.072913819,0.075656303,1947.415172,1115061941,,540047122.3,331095726.9,257245270.4,29885795.5,510161326.8,35.38538782,244925879.6,16.9883462,398854721.4,27.66503116,491301784.7,34.07726787
Africa,24-06-2022,544223298,332464890.6,258452044.2,30350894.83,4176175.78,3265068.689,1183843.319,37.74796608,23.06015465,17.92653683,2.105173654,0.082112761,2264.689927,1113783546,,544223298,332464890.6,258452044.2,30350894.83,513872403.2,35.64279243,246769580.6,17.11622746,401363364.7,27.8390336,494911485.2,34.32764092
Africa,25-06-2022,548391315.8,333830936.3,259654811,30814235.16,4168017.78,3722721.987,1275584.638,38.03706468,23.15490518,18.00996215,2.137311482,0.088476046,2582.123621,1112508269,,548391315.8,333830936.3,259654811,30814235.16,517577080.7,35.8997532,249029634.8,17.27298747,404240047.7,28.0385637,498496548,34.57630508
Africa,26-06-2022,552540222.6,335190296,260850607.7,31269624.5,4148906.78,4180516.427,1367363.958,38.32483772,23.24919196,18.09290401,2.16889782,0.094841967,2899.655213,1111239678,,552540222.6,335190296,260850607.7,31269624.5,521270598.1,36.1559399,251389925.6,17.43670001,407135768.4,28.23941428,502278619.6,34.838634
Africa,27-06-2022,553971030,336367911.8,261863063.9,31586011.76,1430807.44,3790806.717,1341220.841,38.4240802,23.33087277,18.16312916,2.190842812,0.09302865,2629.347988,1110152831,,553971030,336367911.8,261863063.9,31586011.76,522385018.3,36.23323739,251085547.7,17.415588,407131544.3,28.2391213,503230318.1,34.90464493
Africa,28-06-2022,555793761.7,338590410.4,263952992.2,32039376.1,1822731.625,3454316.595,1462626.267,38.55050701,23.48502788,18.30808904,2.222288694,0.101449473,2395.954494,1108021101,,555793761.7,338590410.4,263952992.2,32039376.1,523754385.6,36.32821831,251331257.5,17.43263072,407434266.8,28.26011849,504651807.8,35.00324112
Africa,29-06-2022,557614571.6,340810200,266041414.6,32495670.44,1820809.902,3116632.655,1583699.816,38.67680052,23.63899509,18.45294446,2.253937805,0.109847276,2161.732954,1105892080,,557614571.6,340810200,266041414.6,32495670.44,525118901.1,36.42286271,251519081.8,17.44565843,407931195.6,28.29458605,505912078.5,35.09065497
Africa,30-06-2022,559098222.1,342029654.8,267145565.5,32816947.12,1483650.569,2721585.697,1561989.698,38.77970826,23.72357791,18.52952966,2.276221932,0.108341437,1887.723751,1104763394,,559098222.1,342029654.8,267145565.5,32816947.12,526281275,36.50348633,251319163.9,17.43179189,408156699.5,28.31022726,506783103.1,35.15107026
Africa,01-07-2022,560504031.6,343248321.6,268192589.8,33137607.79,1405809.426,2325819.075,1540490.134,38.87721685,23.80810606,18.6021525,2.298463332,0.106850202,1613.215382,1103635495,,560504031.6,343248321.6,268192589.8,33137607.79,527366423.8,36.57875352,251081067.2,17.41527723,408297744.6,28.32001031,507635884.4,35.21022017
Africa,02-07-2022,561907497,344466780.3,269238727.1,33456230.47,1403465.426,1930883.024,1519406.284,38.97456286,23.89261979,18.67471381,2.320563374,0.105387801,1339.283106,1102509878,,561907497,344466780.3,269238727.1,33456230.47,528451266.5,36.65399948,250435430.5,17.37049511,408323002.2,28.32176221,508601621.7,35.27720484
Africa,03-07-2022,563310570.4,345684231,270282964.5,33775795.14,1403073.426,1538621.116,1499133.577,39.07188168,23.9770636,18.74714334,2.342728755,0.103981663,1067.205647,1101385268,,563310570.4,345684231,270282964.5,33775795.14,529534775.3,36.72915292,250095834.1,17.3469403,408390022.5,28.32641082,509629664.2,35.34851108
Africa,04-07-2022,564583303.2,346946746,271230523.1,34093907.61,1272732.821,1516039.028,1511262.03,39.16015992,24.06463312,18.81286711,2.364793409,0.104822906,1051.542446,1100215594,,564583303.2,346946746,271230523.1,34093907.61,530489395.6,36.79536651,250064320.2,17.34475446,408460219.4,28.33127976,510491519.2,35.40829035
Africa,05-07-2022,565856628.1,348209191,272175644.6,34417260.09,1273324.821,1437552.342,1374111.51,39.24847922,24.15219778,18.87842185,2.387221516,0.095309986,997.1031603,1099045990,,565856628.1,348209191,272175644.6,34417260.09,531439368,36.8612577,249758109.2,17.32351531,408429104,28.32912156,511274228.8,35.46258
Africa,06-07-2022,567069271.9,349439886.5,273103034.2,34719925.87,1212643.836,1350671.475,1232812.358,39.33258962,24.23756026,18.94274668,2.408214769,0.085509311,936.8415724,1097908135,,567069271.9,349439886.5,273103034.2,34719925.87,532349346,36.92437485,249338711.4,17.29442539,408274949.7,28.31842923,512024441.4,35.51461563
Africa,07-07-2022,568280890.7,350670347.9,274030165.4,35021780.65,1211618.836,1311809.799,1234384.73,39.41662892,24.32290651,19.00705359,2.429151771,0.085618372,909.8866582,1096770514,,568280890.7,350670347.9,274030165.4,35021780.65,533259110.1,36.98747715,249193700.7,17.28436727,407964176.4,28.29687364,512678345.7,35.5599712
Africa,08-07-2022,569550041.7,351902418.6,274989715.4,35323592.43,1269150.951,1292287.16,1236299.571,39.50465872,24.40836437,19.0736091,2.450085789,0.085751188,896.3455266,1095631285,,569550041.7,351902418.6,274989715.4,35323592.43,534226449.3,37.05457293,248936259,17.26651082,407892903.2,28.29193004,513410263.5,35.61073788
Africa,09-07-2022,570774078,353135662.2,275917541.1,35625784.21,1224036.284,1266654.425,1238411.698,39.58955931,24.4939036,19.13796418,2.471046166,0.085897688,878.5663613,1094490882,,570774078,353135662.2,275917541.1,35625784.21,535148293.8,37.11851314,247934157.6,17.19700389,407855677.2,28.289348,514073408.5,35.65673439
Africa,10-07-2022,571978543.3,354361926.3,276838148.2,35920203.98,1204465.284,1238281.833,1239670.754,39.67310243,24.57895872,19.20181857,2.491467467,0.085985017,858.8867991,1093357459,,571978543.3,354361926.3,276838148.2,35920203.98,536058339.3,37.18163497,247187259.7,17.14519818,407900889.2,28.29248396,514913483.4,35.71500297
Africa,11-07-2022,573284297,355353502.3,277677887.3,36220951.81,1305753.727,1242999.106,1200965.18,39.76367104,24.64773559,19.26006385,2.512327689,0.083300353,862.1587545,1092458724,,573284297,355353502.3,277677887.3,36220951.81,537063345.2,37.25134336,246648611.8,17.10783692,408020249.6,28.30076294,515810898,35.7772487
Africa,12-07-2022,574608861.5,356349058.2,278527261.2,36527623.64,1324564.537,1250319.065,1162838.178,39.85554439,24.71678852,19.31897742,2.533598806,0.080655819,867.2359641,1091556008,,574608861.5,356349058.2,278527261.2,36527623.64,538081237.9,37.32194559,246277100.6,17.08206847,407988715.4,28.29857569,516416650.6,35.81926441
Africa,13-07-2022,575934743.1,357344836.2,279376874.1,36835067.47,1325881.537,1266495.879,1129278.534,39.94750909,24.78585684,19.37790757,2.554923471,0.078328083,878.4563923,1090653071,,575934743.1,357344836.2,279376874.1,36835067.47,539099675.6,37.39258562,246161878.8,17.07407655,407704634.2,28.27887148,517020041.2,35.86111629
Africa,14-07-2022,577256850.3,358341239.7,280243674.2,37142086.3,1322107.203,1282279.932,1095841.677,40.039212,24.85496856,19.43802984,2.576218656,0.076008864,889.4043962,1089749509,,577256850.3,358341239.7,280243674.2,37142086.3,540114764,37.46299334,246013982.4,17.06381829,407299182.2,28.25074885,517563381.2,35.89880299
Africa,15-07-2022,578573561.5,359335575.1,281109337.7,37448180.87,1316711.203,1289074.254,1061879.509,40.13054063,24.92393683,19.49807328,2.597449735,0.073653208,894.1170174,1088848014,,578573561.5,359335575.1,281109337.7,37448180.87,541125380.6,37.5330909,245601525.8,17.03520981,407161118.8,28.24117262,517813316.9,35.91613882
Africa,16-07-2022,579888575.7,360329857.6,281974780.1,37752870.45,1315014.203,1302071.099,1027742.199,40.22175156,24.99290143,19.55810138,2.618583362,0.071285404,903.1317819,1087946573,,579888575.7,360329857.6,281974780.1,37752870.45,542135705.2,37.6031682,244983752.7,16.99236034,406754987.8,28.2130029,518811922.6,35.98540329
Africa,17-07-2022,581554521.4,361437431.6,282968958.4,38202933.73,1665945.688,1367996.871,1010786.463,40.3373035,25.06972406,19.62705875,2.649800278,0.070109334,948.8586704,1086931840,,581554521.4,361437431.6,282968958.4,38202933.73,543351587.6,37.68750323,244907726.3,16.98708706,406913802.5,28.22401847,520164740.2,36.0792363
Africa,18-07-2022,582944264.9,362554148.9,283991334.8,38662934.51,1389743.546,1379995.417,1028663.797,40.43369775,25.14718088,19.69797197,2.681706472,0.071349327,957.1810023,1085907963,,582944264.9,362554148.9,283991334.8,38662934.51,544281330.4,37.75199127,244123775.6,16.93271132,406798084.2,28.21599211,521293074.5,36.15749889
Africa,19-07-2022,584349540.7,363673511.4,285015938,39132209.5,1405275.816,1391525.6,1046350.455,40.53116932,25.22482118,19.76903966,2.714255936,0.072576094,965.1784723,1084881442,,584349540.7,363673511.4,285015938,39132209.5,545217331.2,37.81691339,243184981.5,16.86759547,406634809,28.20466715,521955333.7,36.20343397
Africa,20-07-2022,585489573.6,364704987.2,285941494.3,39486719.66,1140032.858,1364975.788,1051450.137,40.61024334,25.29636554,19.83323733,2.738845176,0.072929814,946.7632119,1083942807,,585489573.6,364704987.2,285941494.3,39486719.66,546002853.9,37.87139816,242628774.3,16.82901628,406241684.2,28.17739956,522530906.5,36.24335637
Africa,21-07-2022,586637226.4,365738666.9,286871926.7,39841782.82,1147652.858,1340053.739,1056775.319,40.68984589,25.36806278,19.89777321,2.763472773,0.073299175,929.4769862,1083001968,,586637226.4,365738666.9,286871926.7,39841782.82,546795443.6,37.92637311,242160025.1,16.79650329,405847681.3,28.15007105,522998255.1,36.27577222
Africa,22-07-2022,587780920.3,366769067.6,287804975,40193481.98,1143693.858,1315336.975,1061927.501,40.76917383,25.43953259,19.96249053,2.787867039,0.073656537,912.3331492,1082064408,,587780920.3,366769067.6,287804975,40193481.98,547587438.3,37.9813068,241916988.6,16.77964599,405532825.5,28.12823228,523428158.4,36.30559081
Africa,23-07-2022,588908756.2,367798190.4,288725852.4,40542115.14,1127835.858,1288597.212,1066904.683,40.84740185,25.51091375,20.02636367,2.812048644,0.07400176,893.7861356,1081128126,,588908756.2,367798190.4,288725852.4,40542115.14,548366641,38.03535321,241650855.4,16.76118668,404965474.7,28.08888017,524013238.1,36.34617263
Africa,24-07-2022,590031256,368823875.8,289644132.1,40890513.3,1122499.858,1210962.093,1055206.315,40.92525976,25.58205649,20.09005662,2.836213949,0.073190347,839.937507,1080195282,,590031256,368823875.8,289644132.1,40890513.3,549140742.7,38.08904581,241444318.8,16.74686106,404574103.3,28.06173419,524841115.5,36.40359517
Africa,25-07-2022,591028999.3,369788684.5,290525142.8,41315789.02,997743.2848,1154962.056,1033505.097,40.9944644,25.64897676,20.15116456,2.865711571,0.071685125,801.0952244,1079323314,,591028999.3,369788684.5,290525142.8,41315789.02,549713210.3,38.12875283,241188517.6,16.72911839,404121223,28.03032188,525516135.6,36.45041536
Africa,26-07-2022,592050218.4,370753818.3,291423453.6,41741064.73,1021219.142,1100096.817,1011472.414,41.06529736,25.71591957,20.21347245,2.895209193,0.070156913,763.0400512,1078451021,,592050218.4,370753818.3,291423453.6,41741064.73,550309153.7,38.17008817,240988700.8,16.71525886,403116818,27.96065517,525634020.8,36.45859202
Africa,27-07-2022,593089879.6,371726009.4,292329538,42171530.45,1039661.142,1085758,1003003.182,41.13740948,25.78335188,20.27631953,2.9250668,0.069569477,753.0944799,1077571671,,593089879.6,371726009.4,292329538,42171530.45,550918349.1,38.21234268,240687794.7,16.69438766,402109050,27.8907552,525596718.6,36.45600469
Africa,28-07-2022,594055251.3,372685112.4,293189169.6,42576089,965371.7612,1059717.843,992349.3617,41.20436879,25.84987639,20.33594459,2.953127455,0.068830515,735.0327219,1076705408,,594055251.3,372685112.4,293189169.6,42576089,551479162.3,38.25124134,240136765,16.65616759,401421839.6,27.84308948,525409506.7,36.44301946
Africa,29-07-2022,595018701.1,373643178.4,294048037.3,42980541.54,963449.7612,1033968.687,982015.8267,41.2711948,25.91632897,20.39551665,2.981180758,0.068113769,717.1728049,1075840183,,595018701.1,373643178.4,294048037.3,42980541.54,552038159.6,38.29001404,239671962.2,16.62392833,400778008.9,27.79843263,525225627.1,36.43026535
Africa,30-07-2022,595982590.9,374603130.4,294905375.9,43384760.09,963889.7612,1010547.816,972134.2918,41.33805132,25.98291237,20.45498266,3.009217831,0.067428374,700.9278142,1074973072,,595982590.9,374603130.4,294905375.9,43384760.09,552597830.8,38.32883349,239316835.3,16.59929631,399948778.4,27.74091623,525523744.9,36.45094315
Africa,31-07-2022,596934975.6,375557182.1,295759540.5,43785496.64,952384.7612,986245.6591,961900.8996,41.40410985,26.04908651,20.51422852,3.037013388,0.066718574,684.0715534,1074111861,,596934975.6,375557182.1,295759540.5,43785496.64,553149479,38.36709646,239008798.6,16.57793052,399226216.1,27.69079846,525973570.9,36.48214361
Africa,01-08-2022,597867449.9,376180813.1,296352287.2,44166598.89,932474.2669,976921.5137,913161.222,41.46878735,26.09234229,20.55534213,3.063447087,0.063337933,677.6042168,1073581071,,597867449.9,376180813.1,296352287.2,44166598.89,553700851,38.40534027,238673510.1,16.55467452,398694060,27.65388749,526481922.3,36.51740346
Africa,02-08-2022,598805833.3,376805480.1,296947114.1,44549425.14,938383.3708,965087.8321,864523.1157,41.53387473,26.13566993,20.59660002,3.090000364,0.059964337,669.3962365,1073049245,,598805833.3,376805480.1,296947114.1,44549425.14,554256408.1,38.44387436,238135981.6,16.51739091,398192678.1,27.61911106,526691607.5,36.53194747
Africa,03-08-2022,599748919.6,377431872.7,297544539.8,44933471.44,943086.3232,951291.4294,815123.3258,41.5992883,26.17911725,20.63803817,3.116638266,0.05653791,659.8268898,1072515693,,599748919.6,377431872.7,297544539.8,44933471.44,554815448.1,38.48265003,237256875,16.45641505,397748722.9,27.5883178,525840605,36.47292094
Africa,04-08-2022,600689674.2,378057742.6,298141202.1,45316474.07,940754.6565,947774.7002,767518.6014,41.66454014,26.22252832,20.67942337,3.143203777,0.05323599,657.3876452,1071982664,,600689674.2,378057742.6,298141202.1,45316474.07,555373200.2,38.52133637,236433195.7,16.39928369,397330519.3,27.55931071,525935040.7,36.47947111
Africa,05-08-2022,601629721.9,378683515.6,298737681.5,45699112.7,940047.6565,944431.5423,720048.1628,41.72974295,26.26593266,20.72079587,3.169744041,0.049943385,655.0687917,1071449732,,601629721.9,378683515.6,298737681.5,45699112.7,555930609.2,38.55999891,235715835.6,16.34952674,396884999.6,27.52840894,526057736.4,36.48798143
Africa,06-08-2022,602566791.6,379308259.5,299332508.8,46081030.33,937069.6565,940600.0988,672161.2956,41.7947392,26.30926564,20.76205379,3.196234296,0.046621896,652.4112576,1070917829,,602566791.6,379308259.5,299332508.8,46081030.33,556485761.2,38.59850491,235007341.8,16.30038479,396430682.2,27.49689695,526112768.6,36.49179852
Africa,07-08-2022,603497491.5,379930219.1,299924541.5,46461344.29,930699.9899,937502.2743,624719.5712,41.85929365,26.35240548,20.80311788,3.222613318,0.043331282,650.2625702,1070388711,,603497491.5,379930219.1,299924541.5,46461344.29,557036147.3,38.63668033,234294328,16.25092931,396090650.6,27.47331196,526387040.2,36.51082232
Africa,08-08-2022,604306505.5,380426486.2,300387977.4,46612757.99,809013.9495,919865.0861,606524.7238,41.9154078,26.38682715,20.83526233,3.23311555,0.042069266,638.0292096,1069985284,,604306505.5,380426486.2,300387977.4,46612757.99,557693747.5,38.68229225,233524610.6,16.19754081,395172962,27.40966,526591721.8,36.52501928
Africa,09-08-2022,605116692.4,380922974.3,300851098.3,46765438.7,810186.9495,901551.3117,588213.4478,41.97160332,26.42126415,20.86738494,3.243705663,0.040799174,625.3265609,1069581637,,605116692.4,380922974.3,300851098.3,46765438.7,558351253.7,38.72789766,232847931.9,16.15060558,394201006.6,27.34224404,526326728.8,36.50663905
Africa,10-08-2022,605915514.6,381417633.7,301312504.3,46910127.96,798822.2059,880942.1521,569394.4334,42.02701056,26.45557431,20.8993886,3.25374148,0.039493866,611.0318062,1069179819,,605915514.6,381417633.7,301312504.3,46910127.96,559005386.7,38.77326908,232329936.8,16.11467684,393174682.2,27.27105698,526428798.6,36.51371873
Africa,11-08-2022,606726628.9,381916711.2,301779818.2,47058103.23,811114.2059,862422.0877,551281.2285,42.0832704,26.49019091,20.93180204,3.264005218,0.038237512,598.1860724,1068773582,,606726628.9,381916711.2,301779818.2,47058103.23,559668525.6,38.81926518,231780364.8,16.07655788,392126775.2,27.19837292,526045750.6,36.48715008
Africa,12-08-2022,607536982.1,382416271.2,302246176.1,47205794,810353.2059,843894.309,533250.8094,42.13947744,26.52484097,20.96414918,3.274249223,0.036986901,585.3349878,1068366863,,607536982.1,382416271.2,302246176.1,47205794,560331188.1,38.86522822,231166520.6,16.03398093,391121297.4,27.1286318,525547435.5,36.45258636
Africa,13-08-2022,608300402.1,382914841.2,302680780,47352615.77,763420.0544,819087.223,515225.9617,42.19242915,26.55942237,20.99429381,3.284432953,0.035736677,568.1285021,1067961134,,608300402.1,382914841.2,302680780,47352615.77,560947786.3,38.9079962,230489000.1,15.98698731,390335894.6,27.07415534,525412720.1,36.44324234
Africa,14-08-2022,609055521.2,383409970.7,303111660.9,47497147.04,755119.0544,794004.2322,497107.3759,42.2448051,26.59376513,21.02418021,3.294457811,0.03447995,550.7306456,1067558845,,609055521.2,383409970.7,303111660.9,47497147.04,561558374.1,38.95034729,229815905.7,15.94030069,389598348.7,27.02299829,525530232.4,36.45139313
Africa,15-08-2022,609797772.1,383902143.2,303495163.7,47615410.02,742250.8901,784466.6523,496522.4282,42.29628849,26.62790279,21.05078041,3.302660671,0.034439378,544.1152683,1067159514,,609797772.1,383902143.2,303495163.7,47615410.02,562182362,38.99362782,229220668.7,15.89901435,388994898.7,26.98114229,525418938,36.44367362
Africa,16-08-2022,610672042.5,384476840,303943021.7,47749314.09,874270.4691,793621.4408,507695.1096,42.35692891,26.66776444,21.08184437,3.311948414,0.035214328,550.465137,1066677658,,610672042.5,384476840,303943021.7,47749314.09,562922728.4,39.0449805,228686185.7,15.86194198,388379427.5,26.93845249,524901040.9,36.40775167
